presence,DECID,MARSH,SWW,STRDIS,ANTHRO,PROB,PREDICTED,DEV_RESID
1,0.822335005,0.187817305,0,66.05300903,0,0.940041445,1,0.351656977
1,0,0.436548203,0,141.378418,0.563451827,0.805341072,1,0.658011245
1,0.380710691,0.142131999,0,51.20772552,0.0050761,0.96796195,1,0.255196003
1,0,0,0,152.8734589,0.360406101,0.6033225,1,1.00528941
1,0.771573603,0.137055799,0,54.823349,0.228426397,0.869715288,1,0.528373686
1,0,0,0,81.00839233,0.492385805,0.732580116,1,0.788901224
1,0.0659898,0.482233495,0,57.73514938,0.934010088,0.789167297,1,0.688152518
1,0,0.116751298,0,150.2147522,1,0.161251691,0,1.910386786
1,0.157360405,0.258883208,0,49.25999069,0.152284294,0.973418929,1,0.232123827
1,0,0.147208095,0,129.5493774,0.634517789,0.559639083,1,1.077462943
1,0,0.131979704,0.0050761,108.2074661,0.0101523,0.950856333,1,0.317465896
1,0,0.076142102,0,116.6087341,0.375634491,0.769437582,1,0.724010282
1,0,0.421319813,0,48.53012848,0.223350301,0.984565895,1,0.176377159
1,0,0.477157414,0,125.515892,0.598984778,0.842388696,1,0.585685473
1,0.3299492,0.126903504,0,61.66581345,0.177664995,0.929123723,1,0.38344066
1,0.401015192,0,0.187817305,80.66220856,0.421319813,0.355973185,0,1.437289027
1,0,0.477157414,0.076142102,79.01908112,0.284263998,0.957326925,1,0.295331446
1,0.152284294,0.360406101,0,126.7177811,0.827411175,0.524866913,1,1.135438724
1,0.213198006,0.060913701,0,131.0858307,0.309644699,0.708637947,1,0.829952451
1,0.0964467,0.025380701,0,57.83427048,0.121827401,0.942773696,1,0.343304553
1,0,0.248731002,0,65.44815063,0.573603988,0.86468338,1,0.53924368
1,0,0.0050761,0,155.27005,0.568527877,0.394800904,0,1.363358854
1,0,0.0659898,0,77.80198669,1,0.328193796,0,1.492749814
1,0.370558411,0.071066,0,186.0919189,0.629441619,0.194927296,0,1.808385264
1,0,0.081218302,0,75.14992523,0.1624365,0.937913024,1,0.358044854
1,0,0.091370597,0.0050761,69.14995575,0.558375716,0.774565969,1,0.714776114
1,0.0050761,0,0,115.2284241,0,0.919089957,1,0.410782852
1,0,0.050761402,0.0101523,55.07436371,0.538070977,0.793412021,1,0.680312604
1,0,0.177664995,0,68.02586365,0.512690425,0.85714506,1,0.555244289
1,0.350253791,0.081218302,0,82.11894989,0.050761402,0.928402637,1,0.385460153
1,0,0.624365509,0.35532999,80.02526855,0,0.942731738,1,0.343434169
1,0,0.842639625,0,71.08370972,0,0.99810913,1,0.061524956
1,0,0.025380701,0,105.9577408,0.050761402,0.922268849,1,0.402289707
1,0.639593899,0.182741106,0.121827401,187.5735931,0,0.560553147,1,1.075947229
1,0,0.152284294,0,90.96038818,0.35532999,0.877379548,1,0.511498974
0,0,0,0,674.1380005,1,3.70069E-05,0,-0.008603202
0,0,0,0,748.2915649,1,1.17278E-05,0,-0.004843106
1,0,0.532994926,0.040609099,87.84716034,0.67512691,0.867392119,1,0.533411911
0,0,0,0,241.219223,1,0.02944444,0,-0.244485701
0,0,0,0,953.8633423,1,4.84903E-07,0,-0.000984788
1,0.532994926,0,0,70.6003418,0,0.915625183,1,0.419876619
1,0,0.091370597,0,109.9866257,0.436548203,0.754398277,1,0.750779371
1,0,0,0,125.8865662,0.076142102,0.877494961,1,0.511241756
1,0,0,0,58.06373596,0.314720809,0.887996351,1,0.487416957
1,0,0.177664995,0,122.8439331,0.629441619,0.617177105,1,0.982445168
0,0.076142102,0.137055799,0.0050761,1806.032593,0.923857927,1.748E-12,0,-1.86961E-06
0,0,0.025380701,0.0101523,382.3001099,0.182741106,0.082713057,0,-0.415535656
0,0,0.025380701,0,77.90605164,0.558375716,0.708476596,1,-1.570117822
0,0.99492377,0.0203046,0,370.6098328,0,0.055500663,0,-0.337935776
0,0,0,0,124.2343903,0.527918816,0.548955568,1,-1.261894945
0,0,0.060913701,0,685.4920654,1,3.89657E-05,0,-0.008827959
0,0,0.0203046,0,291.4701538,1,0.014799313,0,-0.172684195
0,0,0,0,306.6668396,1,0.010882953,0,-0.147936512
0,0,0.111675099,0.050761402,1020.573853,0.771573603,4.53632E-07,0,-0.000952504
0,0.192893401,0.035533,0,105.5785599,0.756345212,0.363489989,0,-0.950531571
0,0,0.0659898,0,113.7507629,0.598984778,0.579950891,1,-1.317105652
0,0,0,0,491.1549988,1,0.000630318,0,-0.035511034
0,0,0.111675099,0,95.91762543,1,0.304395198,0,-0.852025343
0,0,0,0,255.5860596,0.751268983,0.061337816,0,-0.355807885
0,0.614213228,0,0,342.1135254,0.385786802,0.03011345,0,-0.247290002
0,0,0,0,414.9276428,1,0.002051053,0,-0.064080562
0,0.34517771,0.147208095,0,268.0164185,0.65482229,0.07805655,0,-0.40316595
0,0,0.045685299,0,150.6239929,1,0.127778598,0,-0.522899581
0,0,0,0,822.2645874,1,3.72697E-06,0,-0.002730194
0,0,0.1624365,0,2801.41748,1,0,0,-2.10734E-08
0,0,0,0,1478.539551,1,1.42697E-10,0,-1.68936E-05
0,0,0.0152284,0,548.2589722,1,0.00027548,0,-0.023474149
0,0,0.522842586,0,80.49443817,0.766497374,0.867354184,1,-2.010011314
0,0.619289279,0,0.030456901,544.3979492,0.126903504,0.003020677,0,-0.077784939
0,0,0,0,1953.171265,1,9.1E-14,0,-4.27224E-07
0,0,0.487309605,0.121827401,1019.67749,0.208121806,1.0658E-05,0,-0.00461693
0,0.294416189,0,0,407.5043945,0.461928904,0.012843614,0,-0.160790588
0,0,0.0050761,0,175.8431549,0,0.820058132,1,-1.852091485
0,0,0,0,875.2988281,1,1.6384E-06,0,-0.001810193
0,0,0,0,566.9205933,1,0.000194904,0,-0.01974454
0,0,0.248731002,0,5026.206543,1,0,0,-2.10734E-08
0,0,0,0,162.7333984,1,0.092872365,0,-0.441524895
0,0.289340109,0,0.0050761,129.6976166,0.705583811,0.262050495,0,-0.77958948
0,0.0659898,0.076142102,0,594.668335,0.934010088,0.000199814,0,-0.019991707
0,0.137055799,0.238578707,0,175.0236816,0.857868016,0.230751214,0,-0.724349147
0,0,0.106599003,0,183.776825,0.974619329,0.108518126,0,-0.479312369
0,0,0,0.208121806,87.8760376,0.532994926,0.324598131,0,-0.885942892
0,0.796954274,0,0,108.6531525,0.203045696,0.649728952,1,-1.448480584
0,0,0,0,498.8522034,1,0.000559482,0,-0.033455588
0,0,0.086294398,0,79.14586639,1,0.340437133,0,-0.91233545
0,0,0.0964467,0,614.8035889,0.913705587,0.000187576,0,-0.019369739
0,0,0.131979704,0,607.2263794,0.98477149,0.000181544,0,-0.019055757
0,0,0,0,1240.381836,0.781725883,1.36326E-08,0,-0.000165122
0,0,0.238578707,0,634.852417,1,0.000165831,0,-0.018212344
0,0,0,0,1634.906372,1,1.2648E-11,0,-5.02949E-06
0,0,0.101522803,0,963.3171387,0.604060888,2.9587E-06,0,-0.002432571
0,0.517766476,0.030456901,0,811.0828857,0.482233495,1.89198E-05,0,-0.006151416
0,0,0,0,765.5922241,0.918781698,1.23926E-05,0,-0.004978483
0,0,0.055837601,0,1821.242065,1,8.68E-13,0,-1.31755E-06
0,0,0,0,1210.400391,1,9.10075E-09,0,-0.000134913
0,0.060913701,0.045685299,0,1289.315674,0.213198006,6.68496E-08,0,-0.000365649
0,0,0,0,484.5898743,1,0.000697776,0,-0.037363599
0,0,0,0,4832.487793,1,0,0,-2.10734E-08
0,0,0,0,878.7523193,1,1.55302E-06,0,-0.001762396
0,0.482233495,0,0,1987.042236,0,1.472E-12,0,-1.71603E-06
0,0,0,0,804.9836426,1,4.8715E-06,0,-0.00312138
0,0.426396012,0.0101523,0,685.5650024,0.573603988,9.68741E-05,0,-0.01391968
0,0.522842586,0.025380701,0,475.5095215,0.263959408,0.007906181,0,-0.125996829
0,0.390862912,0,0,72.68075562,0.177664995,0.863362,1,-1.995204345
0,0,0.0152284,0,185.6256714,0.583756328,0.284899231,0,-0.818940547
0,0,0.243654802,0,1068.583496,0.913705587,2.87065E-07,0,-0.000757713
0,0.360406101,0.0203046,0,1870.279663,0.401015192,2.331E-12,0,-2.15918E-06
0,0.187817305,0.436548203,0,323.2246094,0.538070977,0.173735688,0,-0.617803474
0,0,0,0,150.9813538,1,0.109395193,0,-0.481361586
0,0,0.0964467,0,360.5526733,1,0.006797177,0,-0.116793693
0,0,0,0,68.20651245,1,0.307004779,0,-0.856425333
0,0.0050761,0.0050761,0,862.7794189,0.99492377,2.05404E-06,0,-0.002026841
0,0,0,0,395.524353,0.893401027,0.004225475,0,-0.092026384
0,0.380710691,0.35532999,0,184.875,0.121827401,0.841377138,1,-1.91897151
0,0,0,0,86.98716736,0.99492377,0.252560369,0,-0.763022592
0,0,0.126903504,0,1186.576782,1,2.11489E-08,0,-0.000205664
0,0.035533,0.0964467,0,104.7782593,0.116751298,0.920198752,1,-2.24865121
0,0.0101523,0,0,237.2110901,0.98984772,0.032076729,0,-0.255352544
0,0.365482211,0.040609099,0,869.1886597,0.0659898,5.17778E-05,0,-0.010176358
0,0.385786802,0.385786802,0.304568499,592.6577148,0,0.001996885,0,-0.063227872
0,0,0.060913701,0,341.9585876,0.99492377,0.008091651,0,-0.127472081
0,0,0.025380701,0,1791.946655,0.1675127,3.3512E-11,0,-8.18686E-06
0,0,0,0.0050761,198.6165466,1,0.053603046,0,-0.331943324
0,0,0.0203046,0,1889.906982,0.928933978,3.48E-13,0,-8.34199E-07
0,0,0.593908608,0,237.6122437,0.888324916,0.315068533,0,-0.869984475
0,0,0.431472093,0,1108.983643,1,2.19584E-07,0,-0.000662698
0,0,0.604060888,0.32487309,72.91146088,0.076142102,0.939792601,1,-2.370637058
0,0,0.045685299,0,1324.045898,1,1.85489E-09,0,-6.0908E-05
0,0,0.0659898,0,85.80913544,1,0.301439256,0,-0.847033814
0,0,0,0,525.7143555,1,0.000369043,0,-0.027170262
0,0,0,0,159.5519257,1,0.097110272,0,-0.452006305
0,0,0.071066,0,203.0826721,1,0.066676594,0,-0.371492956
0,0,0.035533,0,329.8908386,1,0.008690539,0,-0.132125105
0,0.137055799,0,0,2130.23584,0.761421323,1.3E-14,0,-1.59101E-07
0,0,0.142131999,0.071066,81.81389618,0.883248687,0.369997676,0,-0.961282239
0,0,0,0,592.84021,1,0.000130437,0,-0.016152148
0,0,0,0,873.8589478,1,1.67537E-06,0,-0.001830503
0,0.436548203,0,0.040609099,938.1513062,0.294416189,4.18247E-06,0,-0.002892223
0,0,0,0,286.7263489,1,0.014765384,0,-0.172484652
0,0,0,0,2846.251221,0.898477077,0,0,-2.10734E-08
0,0.238578707,0.0050761,0,92.26472473,0.0964467,0.890406566,1,-2.102844652
0,0,0,0,1067.802856,1,8.29479E-08,0,-0.000407303
0,0,0,0,502.65448,1,0.000527484,0,-0.03248455
0,0,0,0,1747.089722,1,2.223E-12,0,-2.10871E-06
0,0,0.507614195,0.116751298,728.4023438,0.756345212,0.000122726,0,-0.015667419
0,0,0,0,2858.726074,0.908629417,0,0,-2.10734E-08
0,0,0.0152284,0,1151.875122,1,2.38603E-08,0,-0.00021845
0,0,0,0,900.5827026,1,1.10726E-06,0,-0.001488129
0,0,0.0152284,0,859.3886108,1,2.21924E-06,0,-0.002106772
0,0,0.126903504,0,78.04577637,0.3299492,0.897908108,1,-2.13629678
0,0.380710691,0.035533,0.081218302,277.1062012,0.507614195,0.044557021,0,-0.301927785
0,0,0,0,386.571106,1,0.003179321,0,-0.079804579
0,0,0,0,1688.327026,1,5.527E-12,0,-3.32473E-06
0,0,0.609137118,0.0101523,569.8764038,0.928933978,0.002232849,0,-0.066863219
0,0,0,0,1068.220093,1,8.24133E-08,0,-0.000405988
0,0.3350254,0,0,968.8812866,0.035533,1.11799E-05,0,-0.004728624
0,0.269035488,0,0,77.9987793,0.730964482,0.432686668,0,-1.064747402
0,0,0.030456901,0,669.3515015,0.695431471,0.000150072,0,-0.017325338
0,0.050761402,0.0152284,0,909.7423096,0.248731002,1.88397E-05,0,-0.006138382
0,0,0,0,625.4332886,1,7.87159E-05,0,-0.012547433
0,0.091370597,0,0,2174.383545,0.304568499,4.1E-14,0,-2.88175E-07
0,0,0.040609099,0.0050761,345.8674316,0.959390879,0.007847277,0,-0.125524726
0,0,0,0,712.9089966,1,2.02931E-05,0,-0.006370759
0,0,0.0101523,0,576.5895386,1,0.000174271,0,-0.018670093
0,0,0.192893401,0,319.0004578,0.771573603,0.044315855,0,-0.301090726
0,0,0,0,375.2064514,1,0.003789277,0,-0.087137528
0,0,0.086294398,0,1567.121704,1,4.9913E-11,0,-9.99136E-06
0,0.0203046,0,0,144.1282654,0.97969538,0.125837307,0,-0.518630452
0,0,0,0,1906.304565,1,1.89E-13,0,-6.14029E-07
0,0,0.0964467,0,1752.022827,0.446700513,2.6706E-11,0,-7.30841E-06
0,0,0,0,823.0899658,1,3.67961E-06,0,-0.002712789
0,0,0,0,2214.258789,1,2E-15,0,-5.5755E-08
0,0.172588795,0,0,206.3980865,0.715735972,0.112504529,0,-0.488573149
0,0,0,0,108.5411682,1,0.191664312,0,-0.652346305
0,0,0.1675127,0,580.6529541,1,0.000294512,0,-0.024271602
0,0,0,0,1850.494629,1,4.48E-13,0,-9.46429E-07
0,0,0.035533,0,170.7650146,0.263959408,0.658956434,1,-1.466795861
0,0,0,0,645.1077271,1,5.80305E-05,0,-0.010773317
0,0,0.289340109,0,186.8596954,1,0.171909713,0,-0.614219975
0,0,0.279187799,0.720812201,104.9734192,0,0.188364983,0,-0.646072019
0,0,0.213198006,0,491.0925598,1,0.001397999,0,-0.052895701
0,0,0,0,622.9229126,1,8.18384E-05,0,-0.012793883
0,0,0.055837601,0,554.5453491,1,0.000290839,0,-0.02411974
0,0,0,1,80.45693207,0,0.016321744,0,-0.181418912
0,0,0.050761402,0,1276.783691,1,3.93228E-09,0,-8.86823E-05
0,0,0,0,582.3866577,1,0.000153373,0,-0.017514821
0,0,0,0,1262.194824,1,4.07835E-09,0,-9.03144E-05
0,0,0,0,223.278183,1,0.0385188,0,-0.28028652
0,0,0,0,718.4851074,0.365482211,0.000232534,0,-0.021566676
0,0,0,0,196.4497681,1,0.057239684,0,-0.343345892
0,0,0,0,840.3098755,1,2.81777E-06,0,-0.002373932
0,0,0.116751298,0,467.6127014,1,0.001403043,0,-0.052991104
0,0,0,0,266.9363098,0.888324916,0.030785627,0,-0.250077828
0,0,0.086294398,0,382.3526306,1,0.004678039,0,-0.096840233
0,0,0.65989852,0,690.0334473,0.730964482,0.00099182,0,-0.04454913
0,0.233502507,0.182741106,0.294416189,63.20565796,0.263959408,0.61451535,1,-1.380763488
0,0.477157414,0.131979704,0,214.6848755,0.197969496,0.483630426,0,-1.149723916
0,0,0,0,1309.563477,1,1.95739E-09,0,-6.25682E-05
0,0,0.0050761,0,77.33833313,0.974619329,0.302441109,0,-0.848726502
0,0,0,0,446.5271301,1,0.001257903,0,-0.050173589
0,0,0.299492389,0,398.460022,1,0.008054542,0,-0.127178258
0,0,0,0,1377.891235,1,6.78906E-10,0,-3.68485E-05
0,0,0.152284294,0,2624.727783,0.421319813,0,0,-2.10734E-08
0,0,0,0,105.3884583,1,0.199348065,0,-0.666826761
0,0,0,0,236.8865051,1,0.031425103,0,-0.252703249
0,0,0,0,652.5460815,1,5.17126E-05,0,-0.010169951
0,0,0.137055799,0,128.4614258,1,0.225135709,0,-0.714237178
0,0.233502507,0,0,756.5565796,0.583756328,3.90318E-05,0,-0.008835452
0,0,0,0,538.4502563,1,0.000302963,0,-0.024617425
0,0,0,0,1881.773193,1,2.76E-13,0,-7.4267E-07
0,0.492385805,0.34010151,0,236.5581665,0.502538085,0.29723183,0,-0.839914536
0,0,0.187817305,0,184.7786255,0.720812201,0.308325365,0,-0.858649654
0,0.1675127,0.106599003,0,1054.969727,0.832487285,2.32298E-07,0,-0.000681613
0,0.187817305,0,0,1029.717407,0.401015192,1.24897E-06,0,-0.001580486
0,0,0.035533,0,322.9649963,1,0.009665681,0,-0.139375011
0,0,0,0,855.7828369,1,2.21701E-06,0,-0.002105714
0,0.025380701,0,0,245.2153015,0.796954274,0.05816111,0,-0.346182174
0,0,0.0203046,0,410.1573181,1,0.00238165,0,-0.069057811
0,0,0,0,154.6461334,0.614213228,0.35016921,0,-0.928486158
0,0.111675099,0,0,95.69203949,0.888324916,0.278561031,0,-0.808093426
0,0,0.071066,0,223.8523102,0.426396012,0.336747294,0,-0.906199985
0,0.690355301,0.1624365,0,1020.007446,0.309644699,1.89903E-06,0,-0.00194886
0,0,0,0,929.7480469,0.939086318,8.97941E-07,0,-0.001340105
0,0.182741106,0.076142102,0,121.6936264,0.543147206,0.550925665,1,-1.265359118
0,0.111675099,0,0,306.8947754,0.888324916,0.014419478,0,-0.170437373
0,0.0050761,0,0,3335.481689,0.705583811,0,0,-2.10734E-08
0,0,0.081218302,0.030456901,727.8909302,1,1.75668E-05,0,-0.005927384
0,0,0.0101523,0,840.5261841,0.243654802,5.91878E-05,0,-0.010880217
0,0,0,0,736.2697754,0.97969538,1.53187E-05,0,-0.00553512
0,0,0,0,362.9549255,1,0.00457793,0,-0.095796043
0,0,0.040609099,0,2484.037354,1,0,0,-2.10734E-08
0,0.040609099,0,0,1328.940918,0.918781698,1.89241E-09,0,-6.15208E-05
0,0.106599003,0.0659898,0,677.2601318,0.893401027,5.94168E-05,0,-0.01090124
0,0,0.258883208,0,60.39632797,0.604060888,0.864096477,1,-1.997903919
0,0,0,0,725.5327759,1,1.66874E-05,0,-0.005777108
0,0,0.0203046,0,1049.331543,1,1.19141E-07,0,-0.000488142
0,0,0,0,111.3288803,0.746192873,0.384076519,0,-0.984512613
0,0,0,0,491.1549988,1,0.000630318,0,-0.035511034
0,0,0,0,3713.251709,1,0,0,-2.10734E-08
0,0,0,0,989.4885254,1,2.79181E-07,0,-0.000747237
0,0.1624365,0,0,77.83978271,0.837563515,0.367300131,0,-0.956827164
