OBJECTID,presence,DECID,MARSH,SSW,STUDY,ANTHRO,PROB_1,PREDICTED,DEV_RESID
213,0,0,0.005076142,0,70.53945923,1,0.338524361,0,-0.909155787
214,0,0,0.32994923,0,87.1296463,1,0.499110539,0,-1.175899519
215,0,0,0.228426397,0,585.7165527,1,0.273157912,0,-0.798806655
216,0,0.167512685,0,0,4062.303711,0.832487285,0.001447929,0,-0.053832666
217,0,0,0,0,1864.210571,1,0.031949221,0,-0.254836164
218,0,0.604060888,0.035532996,0,1561.951416,0.005076142,0.290738582,0,-0.82889216
219,0,0,0.101522841,0,100.9093018,0.99492383,0.378624886,0,-0.975520714
220,0,0,0.060913704,0,171.9937897,1,0.330604157,0,-0.895968416
221,0,0,0.081218272,0,1475.188965,1,0.066233077,0,-0.370211882
222,0,0,0,0,1200.420898,1,0.083121706,0,-0.416606618
223,0,0.106598988,0,0,880.9742432,0.588832498,0.299595894,0,-0.843916841
224,1,0,0.116751269,0,150.2147522,1,0.365067615,0,1.41962861
225,0,0,0,0,66.4059906,1,0.337514391,0,-0.907476109
226,0,0,0,0,162.4986115,1,0.305621517,0,-0.854093793
227,0,0.192893401,0.040609136,0,355.2271729,0.807106614,0.315818345,0,-0.871242583
228,0,0,0.081218272,0,961.4124146,1,0.134244515,0,-0.53694089
229,0,0,0,0,1758.10083,1,0.037340942,0,-0.275883929
230,1,0,0,0,81.00839233,0.492385775,0.699347816,1,0.84570334
231,0,0.309644669,0.065989845,0,540.3396606,0.690355301,0.300115598,0,-0.844795949
232,0,0,0,0,3325.629883,1,0.003555091,0,-0.084396982
233,0,0,0.35025382,0.030456852,850.5641479,1,0.225071703,0,-0.714121522
234,0,0,0.076142132,0,86.31433868,1,0.367580889,0,-0.957290922
235,0,0,0,0.065989845,201.4354248,0.67512691,0.464926704,0,-1.118348371
236,1,0,0.370558381,0.482233495,210.9257202,0.101522841,0.693992458,1,0.854744624
237,0,0,0,0,1188.777832,0.99492383,0.085681915,0,-0.423265292
238,0,0,0.020304568,0,68.36721039,0.700507641,0.568302107,1,-1.296170712
239,0,0,0.243654817,0,2909.297119,0.791878164,0.020803161,0,-0.20504924
240,0,0.700507641,0.04568528,0.015228426,280.8353882,0.299492389,0.490984978,0,-1.162134029
241,0,0,0,0,427.6408691,1,0.227182701,0,-0.717931211
242,0,0.152284265,0.314720809,0.538071036,192.0572968,0,0.638034227,1,-1.425626614
243,0,0.695431471,0,0,110.8937531,0.304568529,0.543790849,1,-1.252839903
244,0,0,0.010152284,0,554.6583252,0.512690365,0.52077543,1,-1.212918761
245,0,0,0.081218272,0,323.4746094,0.796954334,0.431312071,0,-1.062472071
246,0,0.380710661,0,0.010152284,680.4589844,0.142131984,0.575339356,1,-1.308789451
247,0,0,0.09137056,0,994.8907471,1,0.130869681,0,-0.529645543
248,0,0,0.208121821,0,433.6008911,1,0.312099687,0,-0.864998665
249,0,0,0,0,1429.723877,1,0.06010189,0,-0.352090339
250,0,0.162436545,0,0,267.2257996,0.487309635,0.573813651,1,-1.306046393
251,0,0,0,0,265.6048279,1,0.273363224,0,-0.799160243
252,0,0,0.274111688,0,419.0010986,0.314720809,0.810379501,1,-1.823584699
253,0,0,0,0,695.2094116,1,0.163611295,0,-0.597765533
254,0,0,0.243654817,0,553.5741577,1,0.28960315,0,-0.826960122
255,0,0,0.060913704,0,417.5991821,1,0.253632484,0,-0.764901498
256,0,0,0,0,149.9793701,1,0.309680796,0,-0.860931093
257,0,0.197969541,0,0,58.13110733,0.147208124,0.83020856,1,-1.883180511
258,0,0.751269042,0.02538071,0.157360405,1680.907104,0,0.127867196,0,-0.523093812
259,0,0,0.015228426,0,639.295105,1,0.180337034,0,-0.630653693
260,0,0,0.243654817,0.005076142,96.14478302,0.426395953,0.82070946,1,-1.854048361
261,0,0,0,0,1086.711426,0.543147206,0.301357907,0,-0.846896328
262,0,0,0,0,611.3988647,1,0.181827074,0,-0.633532263
263,0,0,0.106598988,0,1047.363403,1,0.125565361,0,-0.518030362
264,0,0,0,0,545.9609375,1,0.197118296,0,-0.662643031
265,0,0.137055844,0,0,1944.710938,0.203045681,0.205910161,0,-0.679056223
266,0,0,0,0,372.7697144,1,0.242180971,0,-0.744729039
267,0,0,0,0,1019.959412,1,0.106599366,0,-0.474805561
268,0,0,0,0,460.7262573,1,0.218461766,0,-0.702127064
269,0,0,0,0,827.2281494,1,0.137932598,0,-0.544833587
270,0,0,0,0,440.3766785,1,0.223796864,0,-0.711816015
271,0,0,0,0,671.6790161,1,0.168572195,0,-0.60763609
272,0,0,0.086294413,0,1206.564209,0.279187828,0.490409672,0,-1.161161621
273,0,0,0,0,589.9206543,1,0.186741766,0,-0.642972144
274,0,0,0.020304568,0,84.94009399,1,0.340878621,0,-0.913069083
275,0,0,0,0,1468.146118,1,0.056881636,0,-0.342238178
276,0,0.467005074,0.05076142,0.086294413,430.8633728,0.527918756,0.307452851,0,-0.857180212
277,0,0.010152284,0.055837564,0,397.4802551,0.791878164,0.39050347,0,-0.995110068
278,0,0,0.172588825,0.015228426,2228.098633,0.522842646,0.099191448,0,-0.457083205
279,0,0,0,0,297.8612976,1,0.263718859,0,-0.782487378
280,0,0,0,0,1873.967407,1,0.031493034,0,-0.252980646
281,0,0,0.644670069,0,213.2705078,0.543147206,0.865426999,1,-2.002822244
282,0,0,0.02538071,0,336.0452881,0.832487285,0.372301248,0,-0.965085407
283,0,0,0.060913704,0,551.7110596,1,0.216957334,0,-0.69938272
284,0,0,0.020304568,0,3157.600098,1,0.004788191,0,-0.097976435
